object_id,name,is_primary
star/j015248+293448,Mothallah,1
star/j015436+204836,Sheratan,1
star/j015436+634012,Segin,1
star/j020148+024536,Alrescha,1
star/j020336+421948,Almach,1
star/j024312+031424,Kaffaljidhma,1
star/j024800+291500,Lilii Borea,1
star/j024948+271536,Bharani,1
star/j025024+555400,Miram,1
star/j025100-210000,Angetenar,1
star/j025624-085400,Azha,1
star/j025812-401800,Acamar,1
star/j030936+445136,Misam,1
star/j031124+194348,Botein,1
star/j031200-285924,Dalim,1
star/j031536-084912,Zibal,1
star/j033300-092736,Ran,1
star/j034312-094612,Rana,1
star/j034424+321724,Atik,1
star/j034500+240636,Electra,1
star/j034500+241724,Celaeno,1
star/j034500+242812,Taygeta,1
star/j034536+242212,Maia,1
star/j034612+235700,Merope,1
star/j034612+243300,Asterope,1
star/j034912+240300,Atlas,1
star/j034912+240824,Pleione,1
star/j035812-133036,Zaurak,1
star/j035848+354724,Menkib,1
star/j041200-065024,Beid,1
star/j041500-073824,Keid,1
star/j041948+153748,Prima Hyadum,1
star/j042248+173224,Secunda Hyadum,1
star/j042400-340112,Beemim,1
star/j042848+155212,Chamukuy,1
star/j042848+191048,Ain,1
star/j043524-303336,Theemin,1
star/j043824-141800,Sceptrum,1
star/j044948+065736,Tabit,1
star/j045700+331012,Hassaleh,1
star/j050148+434912,Almaaz,1
star/j050224+410448,Saclateni,1
star/j050636+411348,Haedus,1
star/j050748-050524,Cursa,1
star/j052512+062100,Bellatrix,1
star/j052812-204536,Nihal,1
star/j053148-001800,Mintaka,1
star/j053524+095548,Meissa,1
star/j053524-055436,Hatysa,1
star/j053748+210824,Tianguan,1
star/j053936-340412,Phact,1
star/j054048-015624,Alnitak,1
star/j055100-354612,Wazn,1
star/j055924+445700,Menkalinan,1
star/j060000+371236,Mahasim,1
star/j060748-371500,Elkurud,1
star/j061500+223036,Propus,1
star/j062024-300336,Furud,1
star/j062248+223036,Tejat,1
star/j062248-175736,Mirzam,1
star/j064348+250748,Mebsuta,1
star/j064500+125400,Alzirr,1
star/j070148-275548,Nganurganity,1
star/j070336-153748,Muliphein,1
star/j070412+203412,Mekbuda,1
star/j070824-262324,Wezen,1
star/j072024+215848,Wasat,1
star/j072400-291800,Aludra,1
star/j072700+081724,Gomeisa,1
star/j073900+343448,Jishui,1
star/j074912-245136,Azmidi,1
star/j080336-400000,Naos,1
star/j080748-241800,Tureis,1
star/j081200+173900,Tegmine,1
star/j081648+091124,Tarf,1
star/j082024+240112,Piautos,1
star/j082248+431124,Alsciaukat,1
star/j082248-593036,Avior,1
star/j083000+604312,Muscida,1
star/j083900+032024,Minchir,1
star/j084312+212812,Asellus Borealis,1
star/j084424+180900,Asellus Australis,1
star/j084500-544236,Alsephina,1
star/j084648+062512,Ashlesha,1
star/j085248+281948,Copernicus,1
star/j085812+115136,Acubens,1
star/j085924+480224,Talitha,1
star/j090336+470936,Alkaphrah,1
star/j090748-432548,Suhail,1
star/j090936+220300,Nahn,1
star/j091312-694312,Miaplacidus,1
star/j091648-591648,Aspidiske,1
star/j092212-550036,Markeb,1
star/j092848+453600,Intercrus,1
star/j093148+225812,Alterf,1
star/j093936-010824,Ukdah,1
star/j094124+095324,Subra,1
star/j095136-145100,Zhang,1
star/j095248+260036,Rasalas,1
star/j095436-190036,Felis,1
star/j101648+232512,Adhafera,1
star/j101648+425436,Tania Borealis,1
star/j102212+413000,Tania Australis,1
star/j105324+341312,Praecipua,1
star/j105924+402548,Chalawan,1
star/j110000-181800,Alkes,1
star/j111424+152548,Chertan,1
star/j111424+203112,Zosma,1
star/j111800+313224,Alula Australis,1
star/j111836+330524,Alula Borealis,1
star/j113112+691948,Giausar,1
star/j114612+474648,Taiyangshou,1
star/j115024+014612,Zavijava,1
star/j120524+765436,Tonatiuh,1
star/j120824-244348,Alchiba,1
star/j121500-584500,Imai,1
star/j121536+570148,Megrez,1
star/j121536-173224,Gienah,1
star/j121948-004012,Zaniah,1
star/j122136-602400,Ginan,1
star/j123000-163112,Algorab,1
star/j123112-570636,Gacrux,1
star/j123336+412136,Chara,1
star/j123412-232400,Kraz,1
star/j124124-012700,Porrima,1
star/j124500+452624,La Superba,1
star/j124724+664724,Tianyi,1
star/j124800-594124,Mimosa,1
star/j125512+652624,Taiyi,1
star/j125548+032400,Minelauva,1
